景點名稱,景點描述,開放時間,縣市,行政區,地址,搭乘交通運輸,經度,緯度,FB ID,打卡數
紅樹林自然保留區,從竹圍到竿蓁，面積廣達76公頃的水筆仔純林，為水筆仔分布最北界全世界面積最大的一塊。紅樹科植物因其樹皮和木材呈紅色而得名，主要生長在熱帶和亞熱帶的河口和海濱，本區的紅樹林全屬水筆仔，為一種胎生的常綠喬木，所謂水筆仔，便是因其胎生苗形似筆桿而得名。出捷運紅樹林站後，沿外竿蓁林的50號巷子進入，即可來到紅樹林沼澤區，園區內有招潮蟹、彈塗魚等活躍其間，每年9月中旬至次年3月中旬，還有鷺鷥類、鷸類等水鳥，可說是豐富而便利的自然生態教室。 沿著木棧道走入紅樹林自然保護區，有固土防潮、國土保安功能的水筆仔，在河口區域的濕地中崢嶸生長，招潮蟹、彈塗魚等濕地生物孕育於潮間帶，同時也是國家級的鳥類保護區，據說可觀察到20多種稀有的珍貴品種，吸引許多生態學家和攝影家紛紛前來。但前來參觀時要注意，千萬別把垃圾丟在這裡，這樣可是會干擾當地生態的平衡喔！,全年開放,新北市,淡水區,新北市淡水區紅樹林,大眾運輸：　淡水線至紅樹林站→門口即可看見標示→左轉直走到淡水河岸自行車道→進入即抵達。　自行開車：　沿國道1號前往五股區的新五路二段/107甲縣道→成泰路三段/107縣道→成泰路三段/103縣道→關渡大橋(淡水台北)/台15線→民權路/台2乙線→淡金路77巷→繼續朝淡金路/登輝大道/台2線前進即可抵達,121.45563,25.15685,122451501163317 ,7097
淡江大學海事博物館,海事博物館位於美麗寬闊的淡江大學校園裡面，是一棟約莫五層樓高的船形建築，原本為淡江大學的商船學館，在民國79年的時候，改建為現今的海事博物館，並開始對外開放，讓遊客們有機會免費參觀欣賞，是國內首創的海事博物館。館中展示六十艘自十五至十七世紀的船隻模型，像是聖瑪莉號、鄭和寶船、鐵達尼號及尼米茲航空母艦等，並設有模擬輪機室及駕駛台，還有一座表面三千兩百平方吋，擁有兩萬個地名的地球儀，提供豐富的航海資訊。,週一至週六 09:00-17:00 休館日：週日及國定假日、淡江大學寒暑假期間休館日則另行公告。,新北市,淡水區,新北市淡水區英專路151號,【大眾運輸】　1.乘臺北捷運淡水線，在捷運淡水站下車，出捷運站後往右側之公車站牌處轉乘「往淡大」之公車 ( 淡水客運接駁車等 ) ，於終點站下車，即到達淡江大學。　　【自行開車】　1.由臺北走二乙省道到關渡接二號省道至淡水，至淡水中正東路「鄧公里站」後之紅綠燈右轉沿學府路直走即可至淡江大學。,121.45042,25.17621,886302274719303 ,148
布袋戲主題館,淡水布袋戲主題館原本在市定古蹟「重建街十四號街屋」營業，但現已移至重建街48號，布袋戲主題館成立以來，即以推廣傳統文化為理念，並積極開辦社區布袋戲教學，教導社區小朋友製作布袋戲，以及解說歷史由來等等不遺餘力，館內排列著一尊一尊活靈活現維妙維肖的布袋戲偶，傳神記載著許多大家耳熟能詳的歷史民間故事，可免費入內參觀。裡面也有布袋戲戲偶繪製教學，來訪者可親手完成自製的人偶，布袋戲迷一定會愛上這裡。,09：30?12：00、13：30?17：00，週一公休,新北市,淡水區,新北市淡水區重建街14號,【大眾運輸】　1.淡水捷運站左轉走中正路老街。中正路200福佑宮與18味之間即是重建街，沿著階梯往上走即可到達。　2.淡水捷運站搭紅36、紅38、紅51公車，於重建街口站下車，過馬路往下走，即可到達。　　【自行開車】　1.國道1號下五股交流道，接北107縣道續行，直達臺15線西濱公路（龍米路）後，接台2縣、台2乙線，左轉沿重建街直走即抵達。,121.43996,25.17151,,0
小白宮(前清淡水關稅務司官邸),白色灰泥外觀的小白宮為前清淡水關稅務司官邸，現為市定古蹟，正立面朝南，面對淡水河。早期與另兩棟助理與職員宿舍並稱「埔頂三塊厝」，後因戰火，僅關稅務司官邸留存至今，現內部規劃為藝文展覽空間。 小白宮是一棟殖民地式建築。殖民地式建築之特徵有抬高地基、四周有類似迴廊之 Verandah（涼台）的設置、落地門窗、煙囪等等。涼台的設計佔建築面積很大的比例，形成另一種型態的生活空間，與僅為增加建築面積之Balcony（陽台）設計不同，因此這種擁有大面積的Verandah的殖民地式建築又稱為Bungalow（涼台殖民地式建築）。,週一至週五09:30至17：00；週六至週日09：30至18：00；每月第一個星期一休館（如逢國定假日照常開放，休館日順延至星期二）；農曆除夕、初一、選舉日、政府公告之天然災害停止上班日休館。,新北市,淡水區,新北市淡水區真理街15號,【大眾運輸】　1.捷運淡水站下車轉搭紅26或836遊園公車至「小白宮站」(或「紅毛城站」)，依指標沿階梯上行前往。 　　【自行開車】 　1.自台北走2號省道過竹園後，接2乙省道至淡水，續往淡海方向前行1.2公里至紅毛城後，沿真理街步行即可到達小白宮。,121.43642,25.17407,180710145307651 ,29991
私立淡江高?中?,馬偕創辦之教會學校，中西合璧建築優美。淡江中學歷經滿清、日本、民國三代，擁有百年校史，實屬難得。淡江中學可溯源於1882年馬偕所創辦之「淡水女學堂」，此為全臺女子首學。日治時代女學堂改制為「女子中學」。 1914年在牛津學堂正式創辦淡水中學，為臺灣北部較早本土子弟就讀的中學校。 1925年遷往今之八角塔校址後，蓬勃發展、人才輩出。 1945年後，學校回歸臺灣基督長老教會，一度因新法令改名為男校「淡江中學」和女校「純德女中」，直到1956年男女校才合併為今天的「私立淡江高級中學」。 校史館建築落成於1910年，原名「婦學堂」，是台灣最早的媽媽教室，其前身淡水女學堂更是全台女子教育之濫觴。二戰期間曾作為女生宿舍，取名「真樓」。該建築為農村風格的二樓高雅紅磚洋樓。2000年淡江中學為強化歷史傳統，將此古蹟予以整修，並蒐羅文物，於2002年三月正式開放參觀。目前係採預約參觀方式。 八角塔、女校大樓、大教堂、馬偕墓園、外僑墓園、體育館、圖書館等歷史建築座落於校園內，藝術價值高，使得淡江中學成為一座充滿人文精神的古蹟博物園區。如有機會參加校史館所舉辦的導覽，必能有豐富的收穫。,9:00~16:00,新北市,淡水區,新北市淡水區真理街26號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43566,25.17566,307225959365717 ,637
馬偕墓園,偕叡理傳教士(Dr. George Leslie Mackay)，就是我們廣為所知的馬偕博士，於1872年抵達淡水後，從此積極投入傳教、醫療以及教育活動，受到當地居民的推崇與愛戴，在1901年6月2日因喉癌病逝於淡水，葬在他深愛的淡水土地上，馬偕墓園位在淡江中學的角落，原為淡水外僑墓園，但依其遺囑用一堵圍牆將其墓與其他洋人的墓隔開，用以表明馬偕為臺灣人。現在馬偕博士的家族墓園，列為市定古蹟。,AM 9：00~PM 4：00,新北市,淡水區,新北市淡水區真理街26號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43077,25.17822,429161277120198 ,52
淡水八角樓,座落在淡江中學的八角樓，是當時馬偕博士的長子偕叡廉為了要興辦淡江中學而於西元1923年籌建的，由加拿大傳教士羅虔益所設計，為結合中國寶塔與西式建築的中西混合風格，1925年完工後，才讓淡水中學遷移至此，擁有其所屬的校舍，因而成為淡江中學的精神地標，也是電影「不能說的秘密」取景處。,AM 9：00~PM 4：00,新北市,淡水區,新北市淡水區真理街26號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43077,25.17822,416257788407718 ,20
淡水外僑墓園,與馬偕墓園僅有一牆之隔的外僑墓園，安葬了早期淡水開港通商後來自11個國家的76位外籍人士。這座外僑墓園占地近兩百坪，因為宗教信仰、職業差異、國籍的不同等，大致分成四個區域，東區以基督教為主，西區以商人為主，南區以天主教徒為主，北區則官員居多。如此區分是有其必要性，因為不同的宗教信仰，所進行的告別式就會不太相同，有些甚至還會有排他性的宗教色彩。而這些墳墓墓碑也因為宗教信仰的不同以及職業身分而呈現出不同的外觀變化，可以看出不同國別族群的風格。另外，在外僑墓園中，有幾位著名的人物和淡水發展有非常特殊的關係：德國人巴恩士，是臺灣巡撫劉銘傳聘請修築滬尾砲臺的技師；吳威廉牧師，於1892年登陸淡水，協助馬偕傳教，也是繼馬偕之後，另外一位為傳教與教育工作長期奉獻的加拿大牧師。,9:00~16:00,新北市,淡水區,新北市淡水區真理街26號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43592,25.17696,174847735894403 ,31038
姑娘樓(牧師樓),牧師樓與姑娘樓為兩棟迴廊式洋樓，紅磚外觀、斜屋頂、迴廊及高台階等特色，相當具有懷舊風情，位於真理大學正門對面，隸屬於真理大學的一部份，僅於學校上課期間開放，由於並非公共觀光景點，入內參觀請保持安靜與參觀禮儀，靜靜感受此二棟紅磚洋樓的百年風華。 為了提供當時來臺的女宣教士一個合適住所，吳威廉牧師在西班牙式的馬偕故居西側擇地建屋，並親自設計督工，聘請當時著名的洋樓匠師黃阿樹施工；建材採用當時廈門的磚材和福杉。 由於最先入住的是高姑娘、金姑娘，淡水人就稱它為「姑娘樓」，目前為真理大學的校長室。西元1909年，吳威廉牧師又在「姑娘樓」西側，建了一棟相似的紅磚洋樓作為其寓所。後來明有德、孫雅各兩位牧師（淡中代校長）居住過，因而俗稱「牧師樓」，目前為真理大學教職員辦公室。,週一~週五：08:00~17:00 週六及週日：不開放入內參觀,新北市,淡水區,新北市淡水區真理街32號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43492,25.17501,231241163591903 ,72
真理大學,源自1872年3月9日，加拿大基督長老教會宣教師馬偕?叡理博士（Rev. Dr. George Leslie Mackay）登陸淡水，作佈教、教育及醫療工作。於淡水砲台埔小山丘上（本校現址）興建校舍，並親自規劃監工，1882年校舍建成後，為感念其家鄉安大略省牛津郡（Oxford County）居民的捐助，遂命名為Oxford College，中文名為：理學堂大書院，後人稱之為牛津學堂。 該校現有兩處校區─新北市淡水區及臺南市麻豆區，是一所超過百年歷史的高等院校。1965年，改制為淡水工商管理專科學校；1994年，再改制為淡水工商管理學院；1999年，正式改名為真理大學。走入真理街，首先出現的歐式建築物就是真理大學的「大禮堂」，建築依坡度而建，地下三層、地上四層、屋突三層，合計有十層樓，並寓含基督教教義，以「虛心祈禱的手」為主視覺，外牆開口處重複使用尖拱造型設計。真理大學內另一個參觀重點，即是「牛津學堂」，現公告為國家二級古蹟。牛津學堂建築美麗，細節非常講究，擁有臺灣式的紅瓦斜屋頂、西式老虎窗、中式兩進兩護龍四合院、西式圓拱形門窗及百葉窗，堪稱中西合璧的完美典範。,未提供,新北市,淡水區,新北市淡水區真理街32號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43515,25.17693,107638132591990 ,39856
馬偕墓,位於真理街的真理大學內有一棟美麗的白色西班牙建築，是建於西元1875年，由馬偕博士親自設計的住所，他在此結婚，成為臺灣女婿，並也在此終老過世，現為真理大學教職員辦公室。,週一~週五：08:00~17:00 週六及週日：不開放入內參觀,新北市,淡水區,新北市淡水區真理街32號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43526,25.17537,230175713709324 ,108
理學堂大書院,1872年到1880年間，馬偕博士以露天教學的方式，於路邊、榕樹下、溪邊或是海邊傳教，因感於創校之重要性，便於1880返回加拿大之際籌募款項，回到淡水後便開始興建學校。 「牛津學堂」於1882年落成，是當時教會培訓傳教、醫療、教育等人員的基地。馬偕為了紀念鄉人的支援，乃以其故鄉郡名「牛津」來命名，以示飲水思源之意。 牛津學堂可說是真理大學、淡江中學等校的搖籃，建築上頗富中國傳統建築色彩，由馬偕博士親自設計，採用均衡對稱，坐北朝南，同時屋脊立有八座小佛塔，以代替十字架。整體建材使用清水磚與閩南瓦，皆由廈門運入，其中小紅磚外面刷以油漆，以防風雨，且其尺寸比本地稍扁且長；三合土則是以蒸熟的糯米，加上石灰與糖漿搗製而成。目前已被列為國家二級古蹟。,需預約參觀,新北市,淡水區,新北市淡水區真理街32號,【大眾運輸】　1.客運：搭乘指南客運樹林-淡海線，三重客運淡海-板橋線，於紅毛城站或真理大學站下車。　2.捷運轉乘公車：至捷運淡水站搭紅36、紅38、紅51、837、869、870、871、872、873至真理大學站或紅毛城站下車。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→真理街。,121.43449,25.17603,OxfordCollege1882,3139
淡水街長多田榮吉故居,據知多田榮吉故居現址最早是清朝學海書院的學田，後為日本學產財團的產業，民國初年由多田榮吉購得，並申請自用自來水，成為全淡水、乃至全臺第一戶接自來水的民宅，使得本建築在人文意義外，增添了地區發展史上重要里程碑的地位，在保存上更加具有價值。 多田榮吉故居位在埔頂山丘的半山腰，座北朝南，後有山坡，前為陡峭駁坎，基地居高?下，可以俯瞰淡水河岸及觀音山優美的風景。建物原址在清代為學海書院的學田，今日的地址是馬偕街19 號，鄰近淡水圖書館、小白宮及文化國小。 此?以紅檜木搭建，外牆的雨淋板、屋頂的黑瓦以及屋內的平竿緣天花板至今仍?存。亦是淡水地區較早接引自?水的民宅，?僅對當時臺灣自來水事業發展具有劃時代的意義，也是本宅最有歷史性紀?的價值之一。多田榮吉故居已於2005年4月公告指定為古蹟，現為新北市市定古蹟。,開放時間：週一至週五 9:30—17:00；週六至週日 9:30—18:00；休館時間：每月第一個星期一、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。,新北市,淡水區,新北市淡水區馬偕街19號,【大眾運輸】　1.捷運：搭乘淡水線至淡水站，出站後左轉至中正路(淡水老街)步行接馬偕街即可抵達。　2.客運：搭乘指南客運（北門-淡大線、樹林-淡海線），三重客運（淡海-板橋線、淡海-五股-板橋線），國光客運（基隆-金山-淡水線），基隆客運（基隆-金山-淡水線），及紅26、指10等路線，於淡水捷運站下車至中正路(淡水老街)，步行接馬偕街即可抵達。　　【自行開車,121.43805,25.17201,117754208405653 ,1090
馬偕租屋處,位於公園旁的小巷為馬偕街，也是因感念馬偕博士對當地的貢獻而命名。踏入馬偕街，行至門牌號碼20-24號位置，這是馬偕博士當年初到淡水時的租屋處。馬偕博士抵達淡水後，即以此住所做為傳教、教育和醫療的基地，就此展開他對北臺灣的貢獻。當時的租屋處，舊時模樣已不復存在，留下一個標示牌做為說明導覽用。雖無法目睹故居原貌，但從後人所提供馬偕博士日記內記載：「我只有兩只木箱，沒有床，也沒有桌椅，雖是如此，但我已有可以自由使用的房子，比起富人的大廈，多麼令人高興啊！」可看出他對這個由馬廄改修而成的簡陋居所相當怡然自得，更令人感佩他的簡樸作風。,未提供,新北市,淡水區,新北市淡水區馬偕街20-24號,【大眾運輸】　1.捷運：搭乘淡水線至淡水站，出站後左轉至中正路(淡水老街)接馬偕街即可抵達。　2.客運：搭乘指南客運（北門-淡大線、樹林-淡海線），三重客運（淡海-板橋線、淡海-五股-板橋線），國光客運（基隆-金山-淡水線），基隆客運（基隆-金山-淡水線），及紅26、指10等路線，於淡水捷運站下車至中正路(淡水老街)，接馬偕街即可抵達。　　【自行開車】　1.,121.43831,25.17205,346382368761691 ,200
滬尾偕醫館,駐立於淡水禮拜堂旁，簡樸中帶有些許歲月痕跡的滬尾偕醫館，是中西合併的建築，可說是臺灣醫學的發祥地，現為市定古蹟。 西元1879年由同姓的馬偕婦人為紀念已逝的先生－馬偕船長，並且也感念馬偕博士的無私服務精神，因此捐助經費，興建滬尾偕醫館。其建築風格是採中式的斜坡屋頂，閩南式屋宅搭配西式的窗框設計，內部設有壁爐，亦屬當時西方人習慣使用的家庭必要設備之一。很難想像，這樣樸實的建築內，曾是發現世界首例「肺蛭蟲」的醫療院所。 清中法戰爭時，此處更成為在地的醫護所，曾榮獲劉銘傳加以表揚。後因擴充規模，西元1912年，滬尾偕醫館遷移到現今臺北市中山北路上的馬偕紀念醫院現址。 今日滬尾偕醫館經整修後，內部除展示馬偕博士生平事蹟外，更設有馬偕咖啡館，讓古蹟空間再活化利用。滬尾偕醫館為馬偕親自設計，屋體為閩南式民宅，卻結合西洋門窗的外貌，極富趣味。由於面對河濱無門埕，因此在形式上採用倒三合院的格局，目前醫館仍保持初建之樣貌，館內並保有一些馬偕博士行醫時之醫療器材。,未提供,新北市,淡水區,新北市淡水區馬偕街6號,【大眾運輸】　1.捷運：搭乘淡水線至淡水站，出站後左轉至中正路(淡水老街)步行接馬偕街即可抵達。　2.客運：搭乘指南客運（北門-淡大線、樹林-淡海線），三重客運（淡海-板橋線、淡海-五股-板橋線），國光客運（基隆-金山-淡水線），基隆客運（基隆-金山-淡水線），及紅26、指10等路線，於淡水捷運站下車至中正路(淡水老街)，步行接馬偕街即可抵達。　　【自行開車,121.43849,25.17186,192341957452600 ,4438
淡水禮拜堂,馬偕博士抵達淡水後，積極展開傳教工作，淡水因此成為北臺灣基督長老教會的根據地。仿哥德式的建築樣式，有高聳的鐘塔搭配彩色鑲嵌玻璃，屋頂上柱頭有尖帽飾，精湛的磚工，讓教堂外牆看起來層次有序，且磚質優良，從1933年落成至今，仍未見風化或剝落，是淡水有名的觀光景點，現為市定古蹟。這個曾無數次出現在許多藝術家畫中的禮拜堂，雖然不是由馬偕博士完成，但與其在臺灣宣教有極其密切的關係。馬偕博士在淡水成立了教會，後來並買下現在禮拜堂的所在地，將民宿改建成教堂，馬偕博士逝世後，教堂因破舊不堪，遂於西元1915年改建為白色磚造教堂；多年後長老教因信徒越來越多，教堂已無法容納，又值馬偕博士來臺60周年，於是展開第三度重建。西元1933年建造完工，成了現在大家所熟悉的淡水禮拜堂。此處是淡水地方大型的教會之一，長年來內部使用的座椅、講臺、聖桌依舊繼續沿用。獨特的建築不但吸引眾多觀光客駐留，也成了許多新人拍攝婚紗照的場所之一。,不開放入內參觀,新北市,淡水區,新北市淡水區馬偕街8號,【大眾運輸】　1.搭乘捷運淡水線至淡水站，出站後左轉至中正路(淡水老街)步行接馬偕街即可抵達。　　【自行開車】　1.國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接民權路→中正東路→中正路→左轉馬偕街。,121.43844,25.17201,216637075034986 ,4737
淡水商工,淡水商工地處山區，是新北市較多科系的高中職，淡水區公立的高中職。離知名的淡水老街十分相近，淡水商工的綠地樹木很多，走在長長的樹林大道讓人覺得很放鬆。讓校友懷念的還有「淡商八景」，包括朝陽、落日、古道、校園內的小橋流水、落英繽紛，從學校遠眺屯山、黃昏的時候欣賞落日都是很愜意的享受。公視迷你連續劇《他們在畢業的前一天爆炸》、中視連續劇《青梅竹馬》、國片《女孩壞壞》也都曾到淡水商工取景，下次到淡水玩的時候，來淡水商工重溫學生時光也是不錯的選擇喔。,以白天為主(需至警衛室換證件),新北市,淡水區,新北市淡水區商工路307號,【大眾運輸】　1.乘捷運在淡水站下車，轉乘公車861或864，至商工路口站下車。　2.乘捷運在紅樹林站下車，轉乘公車818或879、882，至商工路口站下車。　　【自行開車】　1.從北部、中部、南部出發：國道1號→五股出口下→往北走新台五路→經成泰路→過關渡大橋→接台2線→商工路右轉即抵達。　2.從東部出發：蘇花公路→國道5號→國道3號→接國道1號→五股出口,121.45421,25.18738,171142986271036 ,10914
公司田溪橋,淡水公司田溪，又稱林子溪，發源自大屯山，溪長大約15公里，是淡水區內第一大的溪流，其流經港仔坪再注入台灣海峽，也是下路重要的溪流之一。翻開當時荷蘭人繪製的古地圖，會發現在林子社（今大庄一帶）的旁邊清楚標繪出田園，可知道此地開發甚早，相傳公司田是當初荷蘭東印度公司為了供應淡水以及雞籠當時守軍物資而加以開闢的，也因而將此溪命名為公司田溪，而其上之橋，稱為「公司田橋」。「古公司田溪橋」位於今淡水第三號橋址旁，目前公司田溪附近已被規劃成淡海新市鎮。 民國八十九年在地方人士關心呼籲下，新北市文化局將淡海新市鎮開發區內的公司田溪三號橋附近上下游溪岸列為市定古蹟，即「淡水公司田溪橋遺蹟」。現僅存橋板三條，石碑一塊，目前石碑已移至營建署新建橋樑內。,未提供,新北市,淡水區,新北市淡水區淡海新市鎮(新市段50地號),【大眾運輸】　1.搭乘捷運至淡水站下，轉乘公車863、865、867、874、892至公司田溪橋站下即可抵達。　　【自行開車】　1.行駛台2線，再轉往淡金公路（登輝大道），沿新市五路前進，即可到達。,121.44394,25.19051,701990826498718 ,20
淡水龍山寺,臺灣有五座龍山寺，皆分靈自福建泉州安海龍山寺，而淡水龍山寺約於清咸豐年間建造，迄今超過150年歷史，寺廟中保存了石碑、匾額、石柱等歷史文物，整修時也盡可能恢復創建年代風格，如此用心，使古剎更顯彌足珍貴。除了欣賞古物，被舊市街包圍也讓龍山寺的建築更有特色，縱深較一般寺廟比例長，有種一進中還有一進的神秘感。1858年（咸豐8年）建立，現被列為三級古蹟的龍山寺，是淡水古寺中座落位置特別的廟宇，非當地人很難發現。龍山寺周遭被傳統市場、公寓及市場小攤所圍繞，因此很難看到整體外觀。其興建背景是因為咸豐年間閩南族群內爭激烈，為化解衝突，於是決定興建屬於泉州三邑人（晉江、南安和惠安三縣）的寺廟。龍山寺主祀觀音，早期其外觀環境優雅，前有廣場、後有花園，廟中建築雕刻精細雅緻；後因土地分割，及後續管理問題，導致龍山寺逐漸被住宅、市場等建築物所遮蔽。正殿供奉的觀音神像莊嚴，雕刻精美細緻，寺廟正面的建築皆以觀音石為建材。至於懸掛於廟中的匾額「慈航普度」，則相傳是中法戰爭時，因光緒皇帝為感念觀音顯靈相助之功所追贈。,05:00~20:00,新北市,淡水區,新北市淡水區清文里中山路95巷22號,【大眾運輸】　1.搭乘捷運於淡水捷運站下車，往中山路步行至95巷左轉即可抵達。　　【自行開車】　1.國道1號→新五路二段→成泰路三段→靠右繼續走關渡大橋→民權路→中正東路二段→清水街處迴轉→於中山路95巷向右轉即可抵達,121.44214,25.17011,188157637891542 ,2215
清水巖祖師廟,座落於清水街山坡的終點，清水祖師廟建築風格繁複精美，角落裡保留當初建廟展地一顆敲不碎的石頭，如今被欄杆圍住保護，是廟中最重要的文物，廟埕廣場可眺望淡水河畔的美景，連觀音山景致都可盡收眼底。清水祖師廟重建於西元1932年，位在淡水區清水街。此廟和萬華(艋舺)祖師廟供奉同尊師爺，為世人所廣知的「落鼻祖師」。每年初夏農曆五月六日，祖師得道升天之日，更是香客雲集，熱鬧非凡。有關清水巖祖師廟的傳說眾多，有說：落鼻祖師每逢災厄發生便落鼻警示；又傳說中法戰爭時，祖師爺曾大顯威靈，懼退法兵，而獲光緒皇帝御筆所賜之「功資拯濟」匾額。祖師廟殿宇軒昂，裝飾華美，舉凡廟內的木雕、廟頂交趾陶、石雕、書法等都是出自名家之手，可稱得上是民間藝術的寶庫。不同於其他寺廟之古樸，廟內的琉璃瓦屋頂色彩鮮明華麗，加上祖師廟地理位置居高臨下，視野開闊，四方道路又都可通往此處，因此也是淡水居民的聚會中心。,05:00~21:00,新北市,淡水區,新北市淡水區清水街87號,【大眾運輸】　1.搭捷運淡水線至淡水站，出站後左轉，沿著中正路直行後右轉清水街即可抵達。　　【自行開車】　1.由2乙省道大度路進入淡水，接2號省道轉進清水街即可抵達。,121.44104,25.17028,DanShuiQingShuiYanZuShiMiao,17443
金色水岸自行車道,大家所熟悉的淡水河岸，其實也有自行車道，並且還有個優雅的名字，叫做金色水岸。從關渡宮附近的中港河入口開始，一直沿著河岸到達淡水老街，這段淡水自行車道長約10公里，多半都架設木棧道，非常平整好騎，大人與小孩都能一起享受騎乘的樂趣。經過紅樹林捷運站的沿途，牆上還掛著學生的畫作，地上鋪設了拼貼的自行車圖案，標示著專屬行人與自行車的專用道路，隨處可見的白鷺鷥與招潮蟹，共穿梭在紅樹林間，騎一趟淡水自行車道，才發現原來單車與生態可以那麼接近。,全年開放,新北市,淡水區,新北市淡水區渡船頭,【大眾運輸】　1.搭捷運淡水線至淡水站出站後左後方行走即抵達。　　【自行開車】　1.國道1號下五股交流道，接北107縣道續行，直達臺15線西濱公路（龍米路）後，過關渡大橋，即可接金色水岸自行車道。,121.43898,25.16991,194099263961310 ,2450
公司田溪程氏古厝,「公司田溪程氏古厝」是新北市淡水區內「歷史建築」的傳統民宅，位於淡水區淡海新市鎮重劃區內，建築目前保存完整，大體可以展現淡水近百年閩南人建築的特色與居家環境的人文氣息。「公司田溪程氏古厝」位於淡水公司田溪畔的大庄埔，公司田溪一帶的開發可追溯至荷蘭時代，而程氏古厝為該地區碩果僅存的農宅，周遭有竹葦環繞、渠水流過，是舊農業社會三合院形式的代表性建築，保存完整，見證淡水地區開發的歷史。,11:00-17:00(週一公休),新北市,淡水區,新北市淡水區新民街一段138巷7號,【大眾運輸】　1.搭乘捷運至淡水站下車後轉乘淡水客運紅38至台北海洋技術學院站下車步行可抵達　　【自行開車】　1.北上國道一號→於五股交流道下→接107甲線道→107縣道→103縣道→關渡大橋接台二線→台二乙線→中山路接新生街→新民街。,121.42821,25.18946,ChanceGarden1875,1319
